HVP-6.0-SP2p41.1-2199-39494
Interactive Services
AdministrationReportsConfigurationuser: mbejosano@west.com Logout
Customer Usage
Call
Call ID:	e4007-20180329163101416-018
Application Name:	Care2.0
Application Description:	Care2.0
CLID:	HUI0000020000
DNIS:	4070077
Call Date:	Thursday, March 29th 2018
Call Utterance:	not available
Event Search
Event ID:	  
Parameter:	
 
Events
Time	ID	Param ID	Utterance
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/XMLParsingFunctions.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.005|documentsize=14460|outcome=success|failover=false|localport=44136|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=60|bytesread=14850|byteswritten=202|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.007|documentsize=103812|outcome=success|failover=false|localport=44138|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=48|bytesread=104204|byteswritten=190|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/audioArray.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.003|documentsize=4942|outcome=success|failover=false|localport=44140|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=51|bytesread=5333|byteswritten=193|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/voiceCapture.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.004|documentsize=13192|outcome=success|failover=false|localport=44142|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=53|bytesread=13582|byteswritten=195|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/rfbhvlogging.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.004|documentsize=15622|outcome=success|failover=false|localport=44144|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=53|bytesread=16012|byteswritten=195|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/txllogging.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.004|documentsize=16604|outcome=success|failover=false|localport=44146|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=51|bytesread=16994|byteswritten=193|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/wiclogging.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.003|documentsize=1718|outcome=success|failover=false|localport=44148|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=51|bytesread=2106|byteswritten=193|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/prompt.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.003|documentsize=5145|outcome=success|failover=false|localport=44150|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=47|bytesread=5534|byteswritten=189|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/gvp.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.004|documentsize=9491|outcome=success|failover=false|localport=44152|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=44|bytesread=9880|byteswritten=186|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/allocate.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.003|documentsize=3338|outcome=success|failover=false|localport=44154|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=49|bytesread=3726|byteswritten=191|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/ecmascripts/wicstd/DatabaseRequest.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.003|documentsize=3573|outcome=success|failover=false|localport=44156|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=3963|byteswritten=198|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/javascript/JavascriptFunctions.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.008|documentsize=127138|outcome=success|failover=false|localport=44158|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=98|bytesread=127531|byteswritten=380|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://linux3232/realfeed/realfeed_client_data.php?SourceID=WIC&EventType=drr.inbound&EventTimestamp=1522355461.625&Unit=4007&Line=018&ParentTime=1522355461&APNKEY=4070077|fetchtype=data|mimetype=text/xml|incache=false|latency=0.010|documentsize=101|outcome=success|failover=false|localport=56446|hostname=linux3232|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=171|bytesread=237|byteswritten=287|cachedecision=nc(no expiration)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/WicStdInitServlet/GetInitialConfigurations|fetchtype=data|mimetype=text/xml;charset=ISO-8859-1|incache=false|latency=0.012|documentsize=308|outcome=success|failover=false|localport=44162|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=61|bytesread=491|byteswritten=708|cachedecision=n/a|method=POST	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/STLivePath.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.003|documentsize=3577|outcome=success|failover=false|localport=44164|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=88|bytesread=3968|byteswritten=370|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/TuVoxRoot.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.007|documentsize=84228|outcome=success|failover=false|localport=44166|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=87|bytesread=84622|byteswritten=369|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/STInitializeWicStdCTs.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.004|documentsize=11272|outcome=success|failover=false|localport=44168|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=99|bytesread=11665|byteswritten=381|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/TuVoxRoot.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.006|documentsize=84228|outcome=success|failover=false|localport=44170|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=87|bytesread=84622|byteswritten=369|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/v.holly.16.20180329	-
16:31:01	log	content=FRAMEWORK LOGDATA: 1522355461,4007,018,20180329,163101,8114070077,0000000000,adt,care2,NotSet,Holly,4007,e4007-20180329163101416-018,NotSet,QA	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/STLivePath.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.003|documentsize=3577|outcome=success|failover=false|localport=44172|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=88|bytesread=3968|byteswritten=370|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/TuVoxRoot.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.006|documentsize=84228|outcome=success|failover=false|localport=44174|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=87|bytesread=84622|byteswritten=369|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/STInitializeCTs.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.005|documentsize=22985|outcome=success|failover=false|localport=44176|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=93|bytesread=23378|byteswritten=375|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/TuVoxRoot.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.007|documentsize=84228|outcome=success|failover=false|localport=44178|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=87|bytesread=84622|byteswritten=369|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	log	content=Done With Init, Checking for disconnect, ApplicationEndEvent=	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/STLivePath.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.003|documentsize=3577|outcome=success|failover=false|localport=44182|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=88|bytesread=3968|byteswritten=370|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/TuVoxRoot.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.006|documentsize=84228|outcome=success|failover=false|localport=44184|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=87|bytesread=84622|byteswritten=369|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/STBuildHeader.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.006|documentsize=58424|outcome=success|failover=false|localport=44186|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=91|bytesread=58817|byteswritten=373|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/TuVoxRoot.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.006|documentsize=84228|outcome=success|failover=false|localport=44188|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=87|bytesread=84622|byteswritten=369|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/buildheader/unit_number.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.004|documentsize=10410|outcome=success|failover=false|localport=44190|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=10789|byteswritten=175|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/buildheader/unit_number.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/lucy/dynocat/fnum04.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.004|documentsize=11358|outcome=success|failover=false|localport=44192|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=55|bytesread=11737|byteswritten=171|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/lucy/dynocat/fnum04.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/lucy/dynocat/fnum00.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.004|documentsize=12310|outcome=success|failover=false|localport=44194|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=55|bytesread=12689|byteswritten=171|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/lucy/dynocat/fnum00.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/lucy/dynocat/fnum00.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.003|documentsize=12310|outcome=success|failover=false|localport=44196|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=55|bytesread=12689|byteswritten=171|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/lucy/dynocat/fnum00.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/lucy/dynocat/snum07.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.004|documentsize=8886|outcome=success|failover=false|localport=44198|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=55|bytesread=9264|byteswritten=171|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/lucy/dynocat/snum07.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/prompts/system/topics/TVMusic/TVMusic_silence_200ms.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.003|documentsize=1658|outcome=success|failover=false|localport=44200|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=120|bytesread=2036|byteswritten=376|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=../prompts/system/topics/TVMusic/TVMusic_silence_200ms.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/buildheader/line_number.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.004|documentsize=10340|outcome=success|failover=false|localport=44202|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=10719|byteswritten=175|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/buildheader/line_number.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/lucy/dynocat/fnum00.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.003|documentsize=12310|outcome=success|failover=false|localport=44204|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=55|bytesread=12689|byteswritten=171|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/lucy/dynocat/fnum00.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/lucy/dynocat/fnum01.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.004|documentsize=9762|outcome=success|failover=false|localport=44206|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=55|bytesread=10140|byteswritten=171|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/lucy/dynocat/fnum01.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/lucy/dynocat/snum08.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.003|documentsize=7042|outcome=success|failover=false|localport=44208|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=55|bytesread=7420|byteswritten=171|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/lucy/dynocat/snum08.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/prompts/system/topics/TVMusic/TVMusic_silence_200ms.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.003|documentsize=1658|outcome=success|failover=false|localport=44210|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=120|bytesread=2036|byteswritten=376|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=../prompts/system/topics/TVMusic/TVMusic_silence_200ms.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/buildheader/connect_time.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.004|documentsize=11934|outcome=success|failover=false|localport=44212|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=60|bytesread=12313|byteswritten=176|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/buildheader/connect_time.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/lucy/dynocat/f04.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.004|documentsize=8396|outcome=success|failover=false|localport=44214|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=52|bytesread=8774|byteswritten=168|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/lucy/dynocat/f04.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/lucy/dynocat/f31.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.008|documentsize=7720|outcome=success|failover=false|localport=44216|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=52|bytesread=8098|byteswritten=168|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/lucy/dynocat/f31.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/voice/wicstd/lucy/dynocat/s01.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.004|documentsize=11092|outcome=success|failover=false|localport=44218|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=52|bytesread=11471|byteswritten=168|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=/voice/wicstd/lucy/dynocat/s01.wav|outcome=success	-
16:31:01	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/prompts/system/topics/TVMusic/TVMusic_silence_200ms.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.003|documentsize=1658|outcome=success|failover=false|localport=44220|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=120|bytesread=2036|byteswritten=376|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:01	prompt	type=external|URI=../prompts/system/topics/TVMusic/TVMusic_silence_200ms.wav|outcome=success	-
16:31:15	fetch	uri=http://vxmlnasapps/voice/wicstd/buildheader/enter_apn.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.003|documentsize=33578|outcome=success|failover=false|localport=44240|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=57|bytesread=33957|byteswritten=173|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:15	prompt	type=external|URI=/voice/wicstd/buildheader/enter_apn.wav|outcome=success	-
16:31:15	recognition start	inputmodes=dtmf,voice|threshold=20|timeout=4.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=1.750|termtimeout=0.000|termchar=	-
16:31:19	recognition end	result=success|inputmode=dtmf|utterance=2 9 1 2 6 6 8|confidence=100|grammar=Grammar_0|bargein=true|recordutterances=N	-
16:31:19	fetch	uri=http://vxmlnasapps/voice/wicstd/buildheader/enter_ani.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.003|documentsize=28998|outcome=success|failover=false|localport=44248|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=57|bytesread=29377|byteswritten=173|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:19	prompt	type=external|URI=/voice/wicstd/buildheader/enter_ani.wav|outcome=success	-
16:31:19	system response	latency=0.016	-
16:31:19	recognition start	inputmodes=dtmf,voice|threshold=20|timeout=4.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=1.750|termtimeout=0.000|termchar=	-
16:31:24	recognition end	result=success|inputmode=dtmf|utterance=5 5 0 3 6 0 6 3 8 0|confidence=100|grammar=Grammar_0|bargein=true|recordutterances=N	-
16:31:25	fetch	uri=http://vxmlnasapps/voice/wicstd/buildheader/enter_hourmin.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.593|documentsize=31726|outcome=success|failover=false|localport=44260|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=61|bytesread=32105|byteswritten=177|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:25	prompt	type=external|URI=/voice/wicstd/buildheader/enter_hourmin.wav|outcome=success	-
16:31:25	system response	latency=0.604	-
16:31:25	recognition start	inputmodes=dtmf,voice|threshold=20|timeout=4.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=1.750|termtimeout=0.000|termchar=	-
16:31:27	recognition end	result=success|inputmode=dtmf|utterance=#|confidence=100|grammar=Grammar_0|bargein=true|recordutterances=N	-
16:31:27	fetch	uri=http://vxmlnasapps/voice/wicstd/buildheader/enter_mmddyyyy.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.003|documentsize=36834|outcome=success|failover=false|localport=44266|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=62|bytesread=37213|byteswritten=178|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:27	prompt	type=external|URI=/voice/wicstd/buildheader/enter_mmddyyyy.wav|outcome=success	-
16:31:27	system response	latency=0.011	-
16:31:27	recognition start	inputmodes=dtmf,voice|threshold=20|timeout=4.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=1.750|termtimeout=0.000|termchar=	-
16:31:28	recognition end	result=success|inputmode=dtmf|utterance=#|confidence=100|grammar=Grammar_0|bargein=true|recordutterances=N	-
16:31:28	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/STLivePath.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.002|documentsize=3577|outcome=success|failover=false|localport=44328|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=88|bytesread=3968|byteswritten=370|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:28	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/TuVoxRoot.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.004|documentsize=84228|outcome=success|failover=false|localport=44330|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=87|bytesread=84622|byteswritten=369|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:28	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/STStart.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.002|documentsize=17046|outcome=success|failover=false|localport=44332|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=85|bytesread=17439|byteswritten=367|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:28	fetch	uri=http://vxmlnasapps/Projects/adt/care2/Application_20180329104443/dialogs/TuVoxRoot.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.004|documentsize=84228|outcome=success|failover=false|localport=44334|hostname=vxmlnasapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=87|bytesread=84622|byteswritten=369|cachedecision=nc(pragma no-cache)|method=GET	-
16:31:28	log	content=STStart,enter	-
